"Sector","Active","MapTo","SCC","SCC_L1","SCC_L2","SCC_L3","SCC_L4","CREATED","REVISED","REV_WHAT","COMMENT"
"POINT",,,"10300401","External Combustion Boilers","Commercial/Institutional","Residual Oil","Grade 6 Oil",,,,
"POINT",,,"10300402","External Combustion Boilers","Commercial/Institutional","Residual Oil","10-100 Million Btu/hr **",,,,
"POINT",,,"10300403","External Combustion Boilers","Commercial/Institutional","Residual Oil","< 10 Million Btu/hr **",,,,
"POINT",,,"10300404","External Combustion Boilers","Commercial/Institutional","Residual Oil","Grade 5 Oil",,,,
"POINT",,,"103005","External Combustion Boilers","Commercial/Institutional","Distillate Oil",,,,,"Added 6 Digit SCC"
"POINT",,,"10300501","External Combustion Boilers","Commercial/Institutional","Distillate Oil","Grades 1 and 2 Oil",,,,
"POINT",,,"10300502","External Combustion Boilers","Commercial/Institutional","Distillate Oil","10-100 Million Btu/hr **",,,,
"POINT",,,"10300503","External Combustion Boilers","Commercial/Institutional","Distillate Oil","< 10 Million Btu/hr **",,,,
"POINT",,,"10300504","External Combustion Boilers","Commercial/Institutional","Distillate Oil","Grade 4 Oil",,,,
"POINT",,,"103006","External Combustion Boilers","Commercial/Institutional","Natural Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10300601","External Combustion Boilers","Commercial/Institutional","Natural Gas","> 100 Million Btu/hr",,,,
"POINT",,,"10300602","External Combustion Boilers","Commercial/Institutional","Natural Gas","10-100 Million Btu/hr",,,,
"POINT",,,"10300603","External Combustion Boilers","Commercial/Institutional","Natural Gas","< 10 Million Btu/hr",,,,
"POINT",,,"103007","External Combustion Boilers","Commercial/Institutional","Process Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10300701","External Combustion Boilers","Commercial/Institutional","Process Gas","POTW Digester Gas-fired Boiler",,,,
"POINT",,,"10300799","External Combustion Boilers","Commercial/Institutional","Process Gas","Other Not Classified",,,,
"POINT",,,"103008","External Combustion Boilers","Commercial/Institutional","Landfill Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"10300811","External Combustion Boilers","Commercial/Institutional","Landfill Gas","Landfill Gas",,,,
"POINT",,,"103009","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10300901","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Bark-fired Boiler",,,,
"POINT",,,"10300902","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Wood/Bark-fired Boiler",,,,
"POINT",,,"10300903","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Wood-fired Boiler - Wet Wood (>=20% moisture)",,9/26/2001 0:00:00,"SCC8 - added Wet Wood(20%)",
"POINT",,,"10300908","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Wood-fired Boiler - Dry Wood (<20% moisture)","9/26/2001",,"per AP-42 sect 1.6 5th ed Supp G",
"POINT",,,"10300910","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Fuel cell/Dutch oven boilers **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10300911","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Stoker boilers **",,9/26/2001 0:00:00,"SCC8 - added **",
"POINT",,,"10300912","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Fluidized bed combustion boilers",,,,
"POINT",,,"103010","External Combustion Boilers","Commercial/Institutional","Liquified Petroleum Gas (LPG)",,,,,"Added 6 Digit SCC"
"POINT",,,"10301001","External Combustion Boilers","Commercial/Institutional","Liquified Petroleum Gas (LPG)","Butane",,,,
"POINT",,,"10301002","External Combustion Boilers","Commercial/Institutional","Liquified Petroleum Gas (LPG)","Propane",,,,
"POINT",,,"10301003","External Combustion Boilers","Commercial/Institutional","Liquified Petroleum Gas (LPG)","Butane/Propane Mixture: Specify Percent Butane in Comments",,,,
"POINT",,,"103012","External Combustion Boilers","Commercial/Institutional","Solid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10301201","External Combustion Boilers","Commercial/Institutional","Solid Waste","Specify Waste Material in Comments",,,,
"POINT",,,"10301202","External Combustion Boilers","Commercial/Institutional","Solid Waste","Refuse Derived Fuel",,,,
"POINT",,,"103013","External Combustion Boilers","Commercial/Institutional","Liquid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"10301301","External Combustion Boilers","Commercial/Institutional","Liquid Waste","Specify Waste Material in Comments",,,,
"POINT",,,"10301302","External Combustion Boilers","Commercial/Institutional","Liquid Waste","Waste Oil",,,,
"POINT",,,"10301303","External Combustion Boilers","Commercial/Institutional","Liquid Waste","Sewage Grease Skimmings",,,,
"POINT",,,"105","External Combustion Boilers",,,,,,,"Added 3 Digit SCC"
"POINT",,,"105001","External Combustion Boilers","Space Heaters","Industrial",,,,,"Added 6 Digit SCC"
"POINT",,,"10500102","External Combustion Boilers","Space Heaters","Industrial","Coal **",,,,
"POINT",,,"10500105","External Combustion Boilers","Space Heaters","Industrial","Distillate Oil",,,,
"POINT",,,"10500106","External Combustion Boilers","Space Heaters","Industrial","Natural Gas",,,,
"POINT",,,"10500110","External Combustion Boilers","Space Heaters","Industrial","Liquified Petroleum Gas (LPG)",,,,
"POINT",,,"10500113","External Combustion Boilers","Space Heaters","Industrial","Waste Oil: Air Atomized Burner",,,,
"POINT",,,"10500114","External Combustion Boilers","Space Heaters","Industrial","Waste Oil: Vaporizing Burner",,,,
"POINT",,,"105002","External Combustion Boilers","Space Heaters","Commercial/Institutional",,,,,"Added 6 Digit SCC"
"POINT",,,"10500202","External Combustion Boilers","Space Heaters","Commercial/Institutional","Coal **",,,,
"POINT",,,"10500205","External Combustion Boilers","Space Heaters","Commercial/Institutional","Distillate Oil",,,,
"POINT",,,"10500206","External Combustion Boilers","Space Heaters","Commercial/Institutional","Natural Gas",,,,
"POINT",,,"10500209","External Combustion Boilers","Space Heaters","Commercial/Institutional","Wood",,,,
"POINT",,,"10500210","External Combustion Boilers","Space Heaters","Commercial/Institutional","Liquified Petroleum Gas (LPG)",,,,
"POINT",,,"10500213","External Combustion Boilers","Space Heaters","Commercial/Institutional","Waste Oil: Air Atomized Burner",,,,
"POINT",,,"10500214","External Combustion Boilers","Space Heaters","Commercial/Institutional","Waste Oil: Vaporizing Burner",,,,
"POINT",,,"201","Internal Combustion Engines",,,,,,,"Added 3 Digit SCC"
"POINT",,,"201001","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)",,,,,"Added 6 Digit SCC"
"POINT",,,"20100101","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Turbine",,,,
"POINT",,,"20100102","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Reciprocating",,,,
"POINT",,,"20100105","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20100106","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Reciprocating: Evaporative Losses (Fuel Storage and Delivery System)",,,,
"POINT",,,"20100107","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Reciprocating: Exhaust",,,,
"POINT",,,"20100108","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Turbine: Evaporative Losses (Fuel Storage and Delivery System)",,,,
"POINT",,,"20100109","Internal Combustion Engines","Electric Generation","Distillate Oil (Diesel)","Turbine: Exhaust",,,,
"POINT",,,"201002","Internal Combustion Engines","Electric Generation","Natural Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"20100201","Internal Combustion Engines","Electric Generation","Natural Gas","Turbine",,,,
"POINT",,,"20100202","Internal Combustion Engines","Electric Generation","Natural Gas","Reciprocating",,,,
"POINT",,,"20100205","Internal Combustion Engines","Electric Generation","Natural Gas","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20100206","Internal Combustion Engines","Electric Generation","Natural Gas","Reciprocating: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20100207","Internal Combustion Engines","Electric Generation","Natural Gas","Reciprocating: Exhaust",,,,
"POINT",,,"20100208","Internal Combustion Engines","Electric Generation","Natural Gas","Turbine: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20100209","Internal Combustion Engines","Electric Generation","Natural Gas","Turbine: Exhaust",,,,
"POINT",,,"201003","Internal Combustion Engines","Electric Generation","Gasified Coal",,,,,"Added 6 Digit SCC"
"POINT",,,"20100301","Internal Combustion Engines","Electric Generation","Gasified Coal","Turbine","8/1/2002",,,
"POINT",,,"201007","Internal Combustion Engines","Electric Generation","Process Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"20100702","Internal Combustion Engines","Electric Generation","Process Gas","Reciprocating",,,,
"POINT",,,"20100705","Internal Combustion Engines","Electric Generation","Process Gas","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20100706","Internal Combustion Engines","Electric Generation","Process Gas","Reciprocating: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20100707","Internal Combustion Engines","Electric Generation","Process Gas","Reciprocating: Exhaust",,,,
"POINT",,,"201008","Internal Combustion Engines","Electric Generation","Landfill Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"20100801","Internal Combustion Engines","Electric Generation","Landfill Gas","Turbine",,,,
"POINT",,,"20100802","Internal Combustion Engines","Electric Generation","Landfill Gas","Reciprocating",,,,
"POINT",,,"20100805","Internal Combustion Engines","Electric Generation","Landfill Gas","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20100806","Internal Combustion Engines","Electric Generation","Landfill Gas","Reciprocating: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20100807","Internal Combustion Engines","Electric Generation","Landfill Gas","Reciprocating: Exhaust",,,,
"POINT",,,"20100808","Internal Combustion Engines","Electric Generation","Landfill Gas","Turbine: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20100809","Internal Combustion Engines","Electric Generation","Landfill Gas","Turbine: Exhaust",,,,
"POINT",,,"201009","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)",,,,,"Added 6 Digit SCC"
"POINT",,,"20100901","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Turbine",,,,
"POINT",,,"20100902","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Reciprocating",,,,
"POINT",,,"20100905","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20100906","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Reciprocating: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20100907","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Reciprocating: Exhaust",,,,
"POINT",,,"20100908","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Turbine: Evaporative Losses (Fuel Storage and Delivery System)",,,,
"POINT",,,"20100909","Internal Combustion Engines","Electric Generation","Kerosene/Naphtha (Jet Fuel)","Turbine: Exhaust",,,,
"POINT",,,"201010","Internal Combustion Engines","Electric Generation","Geysers/Geothermal",,,,,"Added 6 Digit SCC"
"POINT",,,"20101001","Internal Combustion Engines","Electric Generation","Geysers/Geothermal","Steam Turbine",,,,
"POINT",,,"20101010","Internal Combustion Engines","Electric Generation","Geysers/Geothermal","Well Drilling: Steam Emissions",,,,
"POINT",,,"20101020","Internal Combustion Engines","Electric Generation","Geysers/Geothermal","Well Pad Fugitives: Blowdown",,,,
"POINT",,,"20101021","Internal Combustion Engines","Electric Generation","Geysers/Geothermal","Well Pad Fugitives: Vents/Leaks","6/21/2001",,,
"POINT",,,"20101030","Internal Combustion Engines","Electric Generation","Geysers/Geothermal","Pipeline Fugitives: Blowdown",,,,
"POINT",,,"20101031","Internal Combustion Engines","Electric Generation","Geysers/Geothermal","Pipeline Fugitives: Vents/Leaks",,,,
"POINT",,,"201013","Internal Combustion Engines","Electric Generation","Liquid Waste",,,,,"Added 6 Digit SCC"
"POINT",,,"20101302","Internal Combustion Engines","Electric Generation","Liquid Waste","Waste Oil - Turbine",,,,
"POINT",,,"201800","Internal Combustion Engines","Electric Generation","Equipment Leaks",,,,,"Added 6 Digit SCC"
"POINT",,,"20180001","Internal Combustion Engines","Electric Generation","Equipment Leaks","Equipment Leaks",,,,
"POINT",,,"201820","Internal Combustion Engines","Electric Generation","Wastewater, Aggregate",,,,,"Added 6 Digit SCC"
"POINT",,,"20182001","Internal Combustion Engines","Electric Generation","Wastewater, Aggregate","Process Area Drains",,,,
"POINT",,,"20182002","Internal Combustion Engines","Electric Generation","Wastewater, Aggregate","Process Equipment Drains",,,,
"POINT",,,"201825","Internal Combustion Engines","Electric Generation","Wastewater, Points of Generation",,,,,"Added 6 Digit SCC"
"POINT",,,"20182599","Internal Combustion Engines","Electric Generation","Wastewater, Points of Generation","Specify Point of Generation",,,,
"POINT",,,"201900","Internal Combustion Engines","Electric Generation","Flares",,,,,"Added 6 Digit SCC"
"POINT",,,"20190099","Internal Combustion Engines","Electric Generation","Flares","Heavy Water",,,,
"POINT",,,"202","Internal Combustion Engines",,,,,,,"Added 3 Digit SCC"
"POINT",,,"202001","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)",,,,,"Added 6 Digit SCC"
"POINT",,,"20200101","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Turbine",,,,
"POINT",,,"20200102","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Reciprocating",,,,
"POINT",,,"20200103","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Turbine: Cogeneration",,,,
"POINT",,,"20200104","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Reciprocating: Cogeneration",,,,
"POINT",,,"20200105","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20200106","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Reciprocating: Evaporative Losses (Fuel Storage and Delivery System)",,,,
"POINT",,,"20200107","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Reciprocating: Exhaust",,,,
"POINT",,,"20200108","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Turbine: Evaporative Losses (Fuel Storage and Delivery System)",,,,
"POINT",,,"20200109","Internal Combustion Engines","Industrial","Distillate Oil (Diesel)","Turbine: Exhaust",,,,
"POINT",,,"202002","Internal Combustion Engines","Industrial","Natural Gas",,,,,"Added 6 Digit SCC"
"POINT",,,"20200201","Internal Combustion Engines","Industrial","Natural Gas","Turbine",,,,
"POINT",,,"20200202","Internal Combustion Engines","Industrial","Natural Gas","Reciprocating",,,,
"POINT",,,"20200203","Internal Combustion Engines","Industrial","Natural Gas","Turbine: Cogeneration",,,,
"POINT",,,"20200204","Internal Combustion Engines","Industrial","Natural Gas","Reciprocating: Cogeneration",,,,
"POINT",,,"20200205","Internal Combustion Engines","Industrial","Natural Gas","Reciprocating: Crankcase Blowby",,,,
"POINT",,,"20200206","Internal Combustion Engines","Industrial","Natural Gas","Reciprocating: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20200207","Internal Combustion Engines","Industrial","Natural Gas","Reciprocating: Exhaust",,,,
"POINT",,,"20200208","Internal Combustion Engines","Industrial","Natural Gas","Turbine: Evaporative Losses (Fuel Delivery System)",,,,
"POINT",,,"20200209","Internal Combustion Engines","Industrial","Natural Gas","Turbine: Exhaust",,,,
